Sample_ID,x,y,Date_BC_AD_Start,Date_BC_AD_Median,Date_BC_AD_Stop,Date_C14,C14_ages,C14_sds,MDS_C1,MDS_C2
RISE487.SG,4350795.051074234,2460955.4147233656,-3483,-3226,-3103,(OxA-:4557±28),4557,28,0.03017,0.00764
I2752,4910750.516731899,2660938.1775197093,-3600,-3225,-2850,NA,NA,NA,0.04214,0.00807
I2755,4910750.516731899,2660938.1775197093,-3600,-3225,-2850,NA,NA,NA,0.0489,0.00142
I2785,5063538.64872049,2780044.830714527,-3600,-3225,-2850,NA,NA,NA,0.03484,0.0108
FIL004,4215786.456412143,1910031.0933487057,-3335,-3224,-3028,(MAMS-38276:4472±25),4472,25,0.04411,0.01163
2H17.SG,3880849.698873559,2878473.4439026783,-3336,-3224,-3030,(UCAIMS-229436:4475±25),4475,25,0.02985,0.01967
MB6.SG,3323054.050332496,3580582.9762056256,-3491,-3223,-3035,(UBA-35071:4548±51),4548,51,0.03244,0.02138
ART012,6751468.540112106,2159833.7206594637,-3338,-3222,-3031,(MAMS-33539:4479±26),4479,26,0.03282,-0.02949
I5076,2675500.729944798,1770211.3015251136,-3333,-3221,-3026,(PSUAMS-3902:4465±25),4465,25,0.02993,0.02166
IKI002,6437856.842612185,2425331.1991061443,-3339,-3221,-3094,(MAMS-40673:4488±22),4488,22,0.02546,-0.03086
IKI009,6437856.842612185,2425331.1991061443,-3367,-3221,-3105,(MAMS-40674:4552±22),4552,22,0.02533,-0.03357
MX182,4143799.0168975876,2685955.642839931,-3338,-3220,-3031,(MAMS-27569:4480±27),4480,27,0.03377,0.02325
ROUQFF.SG,3829319.4400904723,2296067.078910296,-3338,-3220,-3096,(UCAIMS-229424:4490±20),4490,20,0.03021,0.01758
NG10.SG,3243412.591164576,3521955.3617064953,-3338,-3217,-3027,(OxA-36079:4473±29),4473,29,0.02948,0.0243
I3085,3576478.4158957205,4027657.287807774,-3337,-3216,-3026,(SUERC-68724:4471±29),4471,29,0.03523,0.02532
RA42,4143799.0168975876,2685955.642839931,-3338,-3216,-3097,(BE-8005:4493±21),4493,21,0.03823,0.019
ART026,6751468.540112106,2159833.7206594637,-3345,-3216,-3048,(MAMS-33549:4491±26),4491,26,0.02635,-0.03533
I1658,7102903.098891417,2559798.1128147114,-3347,-3215,-3043,(OxA-31874:4492±29),4492,29,0.00949,-0.03949
ans008.SG,4808295.5538613945,3850755.295189156,-3341,-3215,-3030,(Ua-45398:4480±31),4480,31,0.0189,0.02053
I11501,7542370.560449511,4061656.495545191,-3342,-3214,-3096,(PSUAMS-4604:4495±25),4495,25,-0.07065,-0.04203
2H10.SG,3880849.698873559,2878473.4439026783,-3339,-3214,-3098,(UCAIMS-224907:4495±20),4495,20,0.03159,0.02002
I2369,4999414.636635092,2764586.1713817515,-3368,-3213,-3101,(Poz-83634:4545±35),4545,35,0.03916,0.00498
I0551,4448177.021533595,3159636.6869685934,-3400,-3212,-3025,NA,NA,NA,0.03353,0.01895
I16183,4178455.458707237,1949320.2263816774,-3344,-3211,-3098,(PSUAMS-6935:4500±25),4500,25,0.042,0.01814
ARM002,7069500.068282308,2603627.0926082954,-3364,-3211,-3036,(KIA-44692:4475±30);(KIA-44693:4545±25),4475;4545,30;25,0.00718,-0.04503
I7554,3562847.790865462,4058101.8781452384,-3366,-3210,-3101,(SUERC-73433:4541±32),4541,32,0.03461,0.0218
lai001.SG,3586617.785670452,4061273.9812646457,-3365,-3210,-3101,(SUERC-45833:4537±34),4537,34,0.03092,0.02347
HOL004,4627116.689109357,3018822.0855211127,-3348,-3210,-3029,(CRL-15612:4486±36),4486,36,0.03128,0.01942
hem005.SG,4837884.045127965,3821826.4858556516,-3365,-3210,-3101,(Ua-57853:4537±34),4537,34,-0.04439,0.04932
ART027_d,6751468.540112106,2159833.7206594637,-3367,-3210,-3103,(MAMS-33550:4546±25),4546,25,0.02104,-0.03819
I2371,5012535.068726362,2732365.025226535,-3360,-3209,-3098,(Poz-83635:4520±35),4520,35,0.03869,0.00856
I2651,3591736.096085347,4093995.3835597257,-3362,-3209,-3099,(SUERC-68643:4525±36),4525,36,0.03335,0.02535
MK5008,6917725.209421941,2908072.3250846444,-3366,-3209,-3103,(MAMS-29810:4544±25),4544,25,0.00808,-0.0409
SA6004,6865227.023455938,3110461.8502259497,-3357,-3209,-3032,(GIN-12401:4500±40),4500,40,-0.06935,-0.0351
I2980,3587087.281788911,4090318.1651877337,-3362,-3208,-3100,(SUERC-69073:4530±33),4530,33,0.03444,0.02085
bal004.SG,3497763.9550109897,3931077.315033051,-3366,-3208,-3103,(MAMS-21254:4543±24),4543,24,0.02966,0.02446
hem004.SG,4837884.045127965,3821826.4858556516,-3339,-3207,-3026,(Ua-57852:4472±33),4472,33,-0.05315,0.0512
2H07.SG,3880849.698873559,2878473.4439026783,-3364,-3207,-3104,(UCAIMS-229435:4540±20),4540,20,0.02269,0.02543
I0172,4437852.512531057,3146812.0125714196,-3361,-3206,-3027,(Erl-8699:4502±48),4502,48,0.03382,0.01652
I5428,2695791.43118015,2042102.8473862985,-3351,-3206,-3100,(PSUAMS-8227:4510±25),4510,25,0.03185,0.02578
mid001.SG,3574936.1214039642,4075341.6994068976,-3362,-3206,-3101,(SUERC-46401:4531±28),4531,28,0.03078,0.02142
ART038,6751468.540112106,2159833.7206594637,-3363,-3206,-3102,(MAMS-34112:4534±27),4534,27,0.02952,-0.0321
ART020_d,6751468.540112106,2159833.7206594637,-3363,-3206,-3102,(MAMS-33545:4536±25),4536,25,0.02463,-0.03321
SIJ003,6609212.082153084,2906445.1501398776,-3348,-3205,-3100,(MAMS-31142:4507±23),4507,23,0.0056,-0.04299
ART017,6751468.540112106,2159833.7206594637,-3354,-3204,-3101,(MAMS-33542:4516±25),4516,25,0.02813,-0.03388
ROUQHH.SG,3829319.4400904723,2296067.078910296,-3345,-3204,-3100,(UCAIMS-229425:4505±20),4505,20,0.02532,0.02019
ROUQW.SG,3829319.4400904723,2296067.078910296,-3354,-3204,-3101,(UCAIMS-229422:4515±25),4515,25,0.02408,0.02373
SA6013,6865227.023455938,3110461.8502259497,-3358,-3202,-3102,(MAMS-29246:4524±22),4524,22,-0.03177,-0.04137
I2978,3576478.4158957205,4027657.287807774,-3335,-3201,-3024,(SUERC-68725:4464±29),4464,29,0.03615,0.02595
2H11.SG,3880849.698873559,2878473.4439026783,-3349,-3201,-3101,(UCAIMS-224908:4510±20),4510,20,-0.01585,0.06008
2HC51961131.SG,3880849.698873559,2878473.4439026783,-3356,-3201,-3102,(UCAIMS-229437:4515±20);(UCAIMS-229438:4525±20),4515;4525,20;20,0.02493,0.01999
I1594,4150448.504430187,3141429.2886266084,-3336,-3200,-3024,(KIA-28846:4465±30),4465,30,-0.01292,0.05793
I2754,4910750.516731899,2660938.1775197093,-3336,-3200,-3024,(Poz-83637:4465±30),4465,30,0.04382,0.00295
MK5001,6917725.209421941,2908072.3250846444,-3400,-3200,-3000,NA,NA,NA,0.00246,-0.0421
MK5004,6917725.209421941,2908072.3250846444,-3400,-3200,-3000,NA,NA,NA,-0.00206,-0.04254
ROUQV.SG,3829319.4400904723,2296067.078910296,-3352,-3196,-3102,(UCAIMS-223211:4515±15),4515,15,0.02923,0.02031
I2934,3576478.4158957205,4027657.287807774,-3338,-3192,-3022,(SUERC-69071:4466±33),4466,33,0.03286,0.02437
HOL002,4627116.689109357,3018822.0855211127,-3350,-3190,-3030,NA,NA,NA,0.03545,0.01833
GNM1076.SG,3050775.2953564087,3603128.9409290245,-3363,-3189,-2934,(UBA-37807:4488±62),4488,62,0.02806,0.02424
I2405_published,4850892.620433626,3333363.1039809114,-3336,-3184,-3019,(Beta-430713:4460±30),4460,30,0.02561,0.02078
bally.SG,3297697.181812641,3606588.62629992,-3345,-3183,-3012,(UBA-7059:4465±38),4465,38,0.03082,0.02028
I1838,3281552.044239763,2257331.920438208,-3354,-3180,-2935,(Poz-83429:4470±50),4470,50,0.02867,0.03113
MX213,4143799.0168975876,2685955.642839931,-3363,-3179,-2928,(BE-5458:4482±72),4482,72,0.03704,0.02096
I2520,5605412.524343746,2364703.846929159,-3333,-3175,-3016,(PSUAMS-1814:4470±25);(PSUAMS-8955:4445±25),4470;4445,25;25,0.01451,0.0062
I2370,5012535.068726362,2732365.025226535,-3342,-3174,-2936,(Poz-88230:4460±40),4460,40,0.03378,0.01025
I2366_published,4999414.636635092,2764586.1713817515,-3338,-3169,-2936,(Poz-88227:4455±35),4455,35,0.03688,0.00933
RA43,4143799.0168975876,2685955.642839931,-3329,-3169,-3019,(BE-8006:4452±21),4452,21,0.03888,0.01991
I2935,3576478.4158957205,4027657.287807774,-3334,-3164,-2936,(SUERC-68723:4451±29),4451,29,0.03415,0.02542
1H06.SG,3880858.5684421766,2878584.316302189,-3328,-3161,-3017,(UCAIMS-229430:4450±20),4450,20,-0.00284,0.04849
por002.SG,3210273.7917604325,2238707.4759262456,-3334,-3160,-2936,(Beta-424645:4450±30),4450,30,0.01936,0.0248
ans014.SG,4808295.5538613945,3850755.295189156,-3334,-3160,-2936,(Beta-402962:4450±30),4450,30,0.02169,0.02156
I5118,5133675.55759102,2804049.7423916375,-3300,-3150,-3000,NA,NA,NA,0.03354,0.01108
I8566,3375155.809445952,1816258.273029558,-3800,-3150,-2500,NA,NA,NA,0.03316,0.02349
I6764.SG,3496194.019181178,3948452.43594734,-3800,-3150,-2500,NA,NA,NA,0.03136,0.02489
I6766.SG,3496194.019181178,3948452.43594734,-3800,-3150,-2500,NA,NA,NA,0.03163,0.0229
I2979,3576478.4158957205,4027657.287807774,-3332,-3138,-2934,(SUERC-68726:4447±29),4447,29,0.03549,0.02428
I2175,5695174.179734366,2373049.5431111855,-3332,-3127,-2931,(Ly-5515:4445±35),4445,35,0.02215,0.00242
I2606,3583344.2931874776,3207613.7046643025,-3330,-3115,-2900,NA,NA,NA,0.03202,0.02344
RK1007,6674219.902298826,2995095.0642372556,-3330,-3115,-3012,(MAMS-29818:4447±22),4447,22,-0.05362,-0.03774
I0429,6846826.077854602,4132146.817098204,-3337,-3104,-2916,(AA-47804:4432±66),4432,66,-0.05949,-0.02962
CabecoArruda117B.SG,2715149.6707769013,1978517.9588460268,-3350,-3100,-2850,NA,NA,NA,0.02846,0.02176
CabecoArruda122A.SG,2715149.6707769013,1978517.9588460268,-3350,-3100,-2850,NA,NA,NA,0.02852,0.02081
I2434,4850892.620433626,3333363.1039809114,-3400,-3100,-2800,NA,NA,NA,0.02796,0.02081
I2441,4850892.620433626,3333363.1039809114,-3400,-3100,-2800,NA,NA,NA,0.02492,0.02244
I7602,3325606.804922519,2301237.391407117,-3500,-3100,-2700,NA,NA,NA,0.02551,0.03185
I7603,3325606.804922519,2301237.391407117,-3500,-3100,-2700,NA,NA,NA,0.02676,0.0306
I7605,3325606.804922519,2301237.391407117,-3500,-3100,-2700,NA,NA,NA,0.02816,0.03262
I7606,3325606.804922519,2301237.391407117,-3500,-3100,-2700,NA,NA,NA,0.02473,0.03139
I7604,3325606.804922519,2301237.391407117,-3500,-3100,-2700,NA,NA,NA,0.02802,0.02966
I11300,3328519.22633861,2300870.038236881,-3500,-3100,-2700,NA,NA,NA,0.02633,0.03748
I11301,3328519.22633861,2300870.038236881,-3500,-3100,-2700,NA,NA,NA,0.02527,0.03064
I11601,2715149.6707769013,1978517.9588460268,-3350,-3100,-2850,NA,NA,NA,0.03271,0.02079
I11599,2715149.6707769013,1978517.9588460268,-3350,-3100,-2850,NA,NA,NA,0.02974,0.02598
I11249,3328519.22633861,2300870.038236881,-3500,-3100,-2700,NA,NA,NA,0.02531,0.02952
I11248,3328519.22633861,2300870.038236881,-3500,-3100,-2700,NA,NA,NA,0.02452,0.03129
I2753,4910750.516731899,2660938.1775197093,-3331,-3099,-2927,(Poz-88231:4440±35),4440,35,0.03568,0.01299
I2367_published,4999414.636635092,2764586.1713817515,-3331,-3099,-2927,(Poz-88228:4440±35),4440,35,0.04205,0.00754
I5119,5133675.55759102,2804049.7423916375,-3328,-3097,-2972,(PSUAMS-4034:4445±20),4445,20,0.03549,0.00562
ros3.SG,4535961.245348989,3903444.9370690836,-3330,-3095,-2930,(Beta-423311:4440±30),4440,30,0.02538,0.0153
I6272,6671961.6336348755,2852569.3470742805,-3330,-3083,-2929,(PSUAMS-3905:4460±30);(PSUAMS-4251:4420±20),4460;4420,30;20,0.00403,-0.04327
MX187,4143799.0168975876,2685955.642839931,-3335,-3080,-2908,(BE-5451:4416±69),4416,69,0.03891,0.02076
ans017.SG,4808295.5538613945,3850755.295189156,-3326,-3071,-2924,(Beta-402965:4430±30),4430,30,0.01825,0.0226
I7489,6909318.2054998465,4074458.5354658505,-3323,-3066,-2926,(PSUAMS-5790:4430±25),4430,25,-0.05476,-0.03243
ROUQEE.SG,3829319.4400904723,2296067.078910296,-3318,-3066,-2936,(UCAIMS-223212:4435±15),4435,15,0.02574,0.02146
I11736,6942120.840484181,3806460.019993139,-3314,-3057,-2927,(PSUAMS-4944:4425±20),4425,20,-0.05955,-0.03335
NGZ1.SG,3243476.6746492675,3521940.4368378497,-3321,-3054,-2920,(OxA-36080:4421±30),4421,30,0.02879,0.02207
I1497,5064615.0414223485,2722047.535186114,-3317,-3053,-2922,(MAMS-14825:4421±27),4421,27,0.03212,0.00935
I0439,6846826.077854602,4132146.817098204,-3320,-3052,-2919,(Beta-392491:4420±30),4420,30,-0.05776,-0.03098
I5882,6028715.537616784,3146182.7167555536,-3307,-3050,-2924,(PSUAMS-2826:4420±20),4420,20,-0.0412,0.02187
I3138,3373208.7042636154,3802722.0112653202,-3310,-3040,-2919,(PSUAMS-2156:4415±25),4415,25,0.03213,0.02578
MX211,4143799.0168975876,2685955.642839931,-3262,-3040,-2922,(BE-8003:4415±21),4415,21,0.03591,0.02268
RA45,4143799.0168975876,2685955.642839931,-3096,-3024,-2922,(BE-8008:4408±21),4408,21,0.03545,0.02005
I0444,6905580.361593822,4108576.1445529712,-3333,-3021,-2882,(AA-12570:4370±75),4370,75,-0.05361,-0.02747
TORTD.SG,3755886.3599156295,2253046.7147614243,-3259,-3019,-2918,(UCAIMS-229427:4405±25),4405,25,0.0274,0.01669
Aes4,4140116.2199715893,2708639.3281450155,-3096,-3018,-2919,(BE-8675:4405±23),4405,23,0.03406,0.02233
atp016.SG,3210273.7917604325,2238707.4759262456,-3280,-3012,-2912,(Beta-368289:4400±30),4400,30,0.03397,0.01767
I2433,4850892.620433626,3333363.1039809114,-3100,-3000,-2900,NA,NA,NA,0.02444,0.02111
I2440,4850892.620433626,3333363.1039809114,-3100,-3000,-2900,NA,NA,NA,0.02522,0.02493
I3277,3291044.9572332823,2248966.3540695966,-3150,-3000,-2850,NA,NA,NA,0.02448,0.0344
MX184,4143799.0168975876,2685955.642839931,-3400,-3000,-2600,NA,NA,NA,0.03299,0.0207
MX203,4143799.0168975876,2685955.642839931,-3400,-3000,-2600,NA,NA,NA,0.03996,0.02185
MX204,4143799.0168975876,2685955.642839931,-3400,-3000,-2600,NA,NA,NA,0.04023,0.01693
MX209,4143799.0168975876,2685955.642839931,-3400,-3000,-2600,NA,NA,NA,0.03837,0.02147
MX210,4143799.0168975876,2685955.642839931,-3400,-3000,-2600,NA,NA,NA,0.03151,0.02667
Bul10,5622548.882227828,2285339.1798808174,-3090,-2994,-2920,(MAMS-26835:4396±20),4396,20,0.02342,0.00325
I1917,6038832.712350312,3158739.5926475907,-3095,-2993,-2913,(Beta-432809:4390±30),4390,30,-0.02569,-0.03213
I3272,3292666.3954922506,2248692.4043985563,-3306,-2993,-2899,(Beta-288933:4380±40),4380,40,0.03177,0.03238
I2631,3606333.0231514815,4077751.619926518,-3261,-2993,-2904,(SUERC-68633:4384±36),4384,36,0.0351,0.02457
por004.SG,3210273.7917604325,2238707.4759262456,-3095,-2993,-2913,(Beta-424647:4390±30),4390,30,0.02358,0.02074
N38.SG,4922166.076865926,3314725.9106071345,-3306,-2993,-2899,(Poz-77333:4380±40),4380,40,0.02004,0.01934
I3276_published,3291044.9572332823,2248966.3540695966,-3095,-2993,-2913,(Beta-301225:4390±30),4390,30,0.0266,0.03399
ros005_renamed.SG,4535961.245348989,3903444.9370690836,-3095,-2993,-2913,(Beta-423313:4390±30),4390,30,0.01988,0.02395
1H13.SG,3880858.5684421766,2878584.316302189,-3090,-2991,-2919,(UCAIMS-229432:4395±20),4395,20,0.02196,0.02781
MAS15.SG,3755876.7681875555,2252936.2819763552,-3090,-2991,-2919,(UCAIMS-229439:4395±20),4395,20,0.03015,0.01793
TU910_SX22,4267569.563357835,2704298.83785191,-3090,-2990,-2919,(BE-8013:4394±21),4394,21,0.03873,0.01428
TUC003,4626308.765091553,3011754.0972083407,-3090,-2990,-2890,NA,NA,NA,0.0143,0.02848
TUC004,4626308.765091553,3011754.0972083407,-3090,-2990,-2890,NA,NA,NA,0.02365,0.0152
I0357,6846826.077854602,4132146.817098204,-3091,-2984,-2910,(Beta-392489:4380±30),4380,30,-0.05198,-0.02764
Aes16,4140116.2199715893,2708639.3281450155,-3090,-2984,-2916,(BE-9184:4387±23),4387,23,0.03154,0.01892
Aes1,4140116.2199715893,2708639.3281450155,-3089,-2982,-2915,(BE-8673:4385±23),4385,23,0.0366,0.02005
TUC005,4626308.765091553,3011754.0972083407,-3088,-2982,-2916,(MAMS-30753:4386±22),4386,22,0.03479,0.01523
I11531,7542370.560449511,4061656.495545191,-3086,-2980,-2916,(PSUAMS-4617:4385±20),4385,20,-0.07315,-0.04224
TUC002,4626308.765091553,3011754.0972083407,-3083,-2977,-2913,(MAMS-30752:4378±22),4378,22,0.04211,0.00422
vbj012.minus.SG,4840636.010959332,3862547.7782504885,-3089,-2977,-2903,(Ua-57859:4366±33),4366,33,-0.04617,0.04682
Gokhem2.SG,4521771.998175227,3901740.371152197,-3083,-2974,-2907,(UBA-14087:4368±27),4368,27,0.0241,0.02157
hem001.SG,4837884.045127965,3821826.4858556516,-3088,-2974,-2900,(Ua-57851:4361±34),4361,34,-0.04943,0.04967
I3432,2792456.093370857,1877213.627371265,-3078,-2972,-2907,(PSUAMS-1882:4365±25),4365,25,0.03557,0.02545
CAK533.SG,3132071.015945265,3591398.0907814065,-3084,-2972,-2902,(OxA-35327:4360±31),4360,31,0.02945,0.02355
I1975,3292666.3954922506,2248692.4043985563,-3090,-2971,-2892,(Beta-288937:4350±40),4350,40,0.03066,0.02441
I11732,7542370.560449511,4061656.495545191,-3071,-2970,-2910,(PSUAMS-4751:4365±20),4365,20,-0.07313,-0.04121
ajv36.minus.SG,4814893.626519759,3825845.385577021,-3084,-2970,-2899,(Ua-57849:4355±33),4355,33,-0.04279,0.04404
I11734,7542370.560449511,4061656.495545191,-3023,-2968,-2907,(PSUAMS-4619:4360±20),4360,20,-0.07817,-0.03969
Aes3,4140116.2199715893,2708639.3281450155,-3071,-2968,-2906,(BE-8674:4359±23),4359,23,0.03708,0.01967
Gokhem4.SG,4521771.998175227,3901740.371152197,-3090,-2967,-2886,(AAR- 10235:4341±44),4341,44,0.01585,0.02303
I5358,3438626.5420152964,3408654.7476850483,-3074,-2967,-2902,(OxA-17562:4354±27),4354,27,0.03394,0.0235
I4565,3571346.467481171,2065615.246392188,-3019,-2965,-2907,(PSUAMS-2866:4355±20),4355,20,0.02946,0.02692
I2165,5596451.303791137,2246086.084131934,-3070,-2957,-2894,(Beta-432797:4340±30),4340,30,-0.00326,-0.00169
RISE550.SG,6804607.196253423,3184405.0704094986,-3332,-2956,-2631,(IGAN-2880:4312±94),4312,94,-0.05445,-0.03219
Aes5,4140116.2199715893,2708639.3281450155,-3014,-2953,-2900,(BE-8676:4341±23),4341,23,0.0331,0.02233
VLI076,4637202.774579036,3037813.782632078,-3016,-2953,-2898,(MAMS-45799:4340±25),4340,25,-0.05475,-0.02846
I10277,3615515.0679727853,2076896.1685271768,-3400,-2950,-2500,NA,NA,NA,0.03385,0.02518
I10278,3615515.0679727853,2076896.1685271768,-3400,-2950,-2500,NA,NA,NA,0.03512,0.0254
I10280,3615515.0679727853,2076896.1685271768,-3400,-2950,-2500,NA,NA,NA,0.03166,0.02206
I10283,3615515.0679727853,2076896.1685271768,-3400,-2950,-2500,NA,NA,NA,0.03963,0.02619
I10284,3615515.0679727853,2076896.1685271768,-3400,-2950,-2500,NA,NA,NA,0.03192,0.0279
I10285,3615515.0679727853,2076896.1685271768,-3400,-2950,-2500,NA,NA,NA,0.03033,0.03072
I10286,3615515.0679727853,2076896.1685271768,-3400,-2950,-2500,NA,NA,NA,0.03067,0.02962
I11306,3615515.0679727853,2076896.1685271768,-3400,-2950,-2500,NA,NA,NA,0.03178,0.02864
I11304_published,3615515.0679727853,2076896.1685271768,-3400,-2950,-2500,NA,NA,NA,0.03736,0.02922
I11305,3615515.0679727853,2076896.1685271768,-3400,-2950,-2500,NA,NA,NA,0.0381,0.02269
I11303,3615515.0679727853,2076896.1685271768,-3400,-2950,-2500,NA,NA,NA,0.03585,0.02402
I10287_published,3615515.0679727853,2076896.1685271768,-3400,-2950,-2500,NA,NA,NA,0.03105,0.02181
RISE1166.SG,5073844.009756638,3060858.268829504,-3070,-2948,-2888,NA,NA,NA,0.01726,0.0206
Aes13,4140116.2199715893,2708639.3281450155,-3012,-2946,-2899,(BE-9182:4337±23),4337,23,0.03112,0.02231
vbj006.minus.SG,4840636.010959332,3862547.7782504885,-3020,-2936,-2886,(Ua-57857:4323±34),4323,34,-0.04614,0.04668
I1843,3291044.9572332823,2248966.3540695966,-3091,-2935,-2879,(Beta-301225:4390±30);(Beta-301226:4290±30),4390;4290,30;30,0.0243,0.03347
Aes14,4140116.2199715893,2708639.3281450155,-3010,-2933,-2897,(BE-9183:4332±23),4332,23,0.03654,0.0216
Bul4,5622548.882227828,2285339.1798808174,-3009,-2928,-2898,(MAMS-26834:4333±20),4333,20,-0.01609,-0.01505
CAK532.SG,3132071.015945265,3591398.0907814065,-3012,-2925,-2889,(OxA-35326:4321±30),4321,30,0.03224,0.02328
I1981,3291044.9572332823,2248966.3540695966,-3011,-2923,-2889,(Beta-301223:4320±30),4320,30,0.02489,0.02886
Aes2,4140116.2199715893,2708639.3281450155,-3009,-2918,-2891,(BE-9177:4322±23),4322,23,0.03542,0.02032
Aes17,4140116.2199715893,2708639.3281450155,-3009,-2914,-2888,(BE-9185:4316±24),4316,24,0.03446,0.01989
TUC006,4626308.765091553,3011754.0972083407,-3009,-2914,-2889,(MAMS-30754:4318±23),4318,23,0.02742,0.01508
STD003,4601215.285372091,3063272.2874444067,-3009,-2913,-2887,(MAMS-45793:4314±25),4314,25,0.0243,0.02506
vbj003.minus.SG,4840636.010959332,3862547.7782504885,-3009,-2913,-2882,(Ua-57856:4306±33),4306,33,-0.04659,0.0374
I2933,3576478.4158957205,4027657.287807774,-3009,-2912,-2884,(SUERC-68722:4309±29),4309,29,0.03091,0.03093
MonteCanelas337A.SG,2675634.6904207207,1770405.613731911,-3323,-2910,-2677,(OxA-5514:4370±60);(Beta-290366:4250±40),4370;4250,60;40,0.03115,0.01602
vbj017.SG,4840636.010959332,3862547.7782504885,-3090,-2910,-2695,(Ua-19399:4290±55),4290,55,-0.05237,0.04447
I5429,2792456.093370857,1877213.627371265,-3007,-2908,-2886,(PSUAMS-2692:4310±20),4310,20,0.03321,0.02399
RA58,4123097.775686248,2692206.5216397624,-3007,-2908,-2885,(BE-7992:4308±21),4308,21,0.03197,0.02307
atp12-1420.SG,3210273.7917604325,2238707.4759262456,-3009,-2907,-2880,(Beta-368295:4300±30),4300,30,0.02282,0.03025
vbj018.minus.SG,4840636.010959332,3862547.7782504885,-3009,-2907,-2878,(Ua-57862:4296±34),4296,34,-0.04902,0.04871
1H04.SG,3880858.5684421766,2878584.316302189,-3015,-2906,-2876,(UCAIMS-229428:4345±25);(UCAIMS-229429:4260±20),4345;4260,25;20,0.02253,0.02446
RA62,4123097.775686248,2692206.5216397624,-2921,-2902,-2883,(BE-7990:4293±21),4293,21,0.0321,0.02396
I0370,7402048.862723513,4208801.221341675,-3300,-2900,-2500,NA,NA,NA,-0.05565,-0.03027
RISE546.SG,6806972.230465252,3183454.298223095,-3300,-2900,-2500,NA,NA,NA,-0.05802,-0.03375
RISE548.SG,6806972.230465252,3183454.298223095,-3300,-2900,-2500,NA,NA,NA,-0.05783,-0.0312
I0443,6847312.884558063,4132467.7640899024,-3300,-2900,-2500,NA,NA,NA,-0.05683,-0.0308
I2105,6286923.262968555,3157802.5606631692,-3300,-2900,-2500,NA,NA,NA,-0.05244,-0.03156
I3141_published,6286923.262968555,3157802.5606631692,-3300,-2900,-2500,NA,NA,NA,-0.0473,-0.03018
I3270,3281552.044239763,2257331.920438208,-3000,-2900,-2800,NA,NA,NA,0.03039,0.03185
I3271,3281552.044239763,2257331.920438208,-3000,-2900,-2800,NA,NA,NA,0.02858,0.03576
I3269,3281552.044239763,2257331.920438208,-3000,-2900,-2800,NA,NA,NA,0.02592,0.03387
I1842,3281552.044239763,2257331.920438208,-3000,-2900,-2800,NA,NA,NA,0.0263,0.03236
VEK007,7324470.176305392,2906100.003087513,-3000,-2900,-2800,NA,NA,NA,-0.00176,-0.044
ZO2002,6773020.260690432,3056499.2938928455,-3300,-2900,-2500,NA,NA,NA,-0.04878,-0.02986
I5387_all.SG,3521081.459535865,3188977.4401577483,-3300,-2900,-2500,NA,NA,NA,0.03274,0.02398
Aes8,4140116.2199715893,2708639.3281450155,-2919,-2900,-2881,(BE-9178:4286±23),4286,23,0.03604,0.02204
