Sample_ID,x,y,Date_BC_AD_Start,Date_BC_AD_Median,Date_BC_AD_Stop,Date_C14,C14_ages,C14_sds,MDS_C1,MDS_C2
I8745,6701919.105289311,3563812.331817209,-2500,-2350,-2200,NA,NA,NA,-0.05879,-0.02336
I3239,3033974.1364687067,2393581.9243043466,-2500,-2350,-2200,NA,NA,NA,-0.00368,0.00492
pcw110.SG,5218712.188869168,3066175.8815955278,-2500,-2350,-2200,NA,NA,NA,-0.04977,-0.02305
pcw211.SG,5224401.516037903,3060945.3810369642,-2500,-2350,-2200,NA,NA,NA,-0.04491,-0.02123
pcw250.SG,5034709.741693433,3047891.0851181983,-2500,-2350,-2200,NA,NA,NA,-0.04127,-0.02007
pcw361.SG,5284793.9095653305,3128495.021372663,-2500,-2350,-2200,NA,NA,NA,-0.03666,-0.01551
pcw420.SG,5053840.375284563,3059672.461699753,-2500,-2350,-2200,NA,NA,NA,-0.04041,-0.01745
pcw430.SG,5033136.735806981,3049923.241240699,-2500,-2350,-2200,NA,NA,NA,-0.0425,-0.02062
I0106,4437852.512531057,3146812.0125714196,-2459,-2347,-2207,(MAMS-21490:3867±32),3867,32,-0.03929,-0.0147
I0049,4437852.512531057,3146812.0125714196,-2461,-2346,-2206,(MAMS-21489:3867±35),3867,35,-0.03943,-0.01769
I15942,4178455.458707237,1949320.2263816774,-2458,-2344,-2208,(PSUAMS-6694:3865±25),3865,25,0.04067,0.01047
I2365,5000450.357459326,2762248.1628764253,-2458,-2343,-2207,(DeA-6762:3858±32);(DeA-7220:3871±29),3858;3871,32;29,-0.014880000000000001,-0.00627
I2612,3589322.037003239,3589056.2802748648,-2460,-2343,-2206,(Poz-83492:3865±35),3865,35,-0.02806,-0.00856
pcw350.SG,5284793.9095653305,3128495.021372663,-2460,-2343,-2206,(Poz-90898:3865±35),3865,35,-0.03936,-0.02032
TU918_SX32,4149844.686341891,2829421.209573088,-2459,-2338,-2205,(BE-8009:3862±34),3862,34,-0.02483,-0.00501
I0460,3192333.407176719,2247305.0782791567,-2457,-2335,-2206,(UGA-15905:3860±30),3860,30,0.02274,0.03049
MJ-09.SG,6115398.571758252,3000610.753389294,-2459,-2335,-2205,(Poz-:3860±35),3860,35,-0.05407,-0.02553
HUGO_180Sk1_d,4387614.031604751,2802127.4813326923,-2456,-2335,-2208,(MAMS-18918:3860±25),3860,25,-0.00598,0.01113
I7289,4610515.238274822,3041163.581565826,-2455,-2334,-2208,(PSUAMS-4353:3860±20),3860,20,-0.00877,7.8e-4
I4124,4387390.187487203,2802235.919684318,-2458,-2327,-2204,(Poz-84458:3855±35),3855,35,-6.6e-4,-0.01047
ETM023,6711863.036988586,1837981.3621472851,-2350,-2325,-2300,NA,NA,NA,0.02317,-0.03673
CAH010,4560304.373476398,3034490.7347649396,-2455,-2323,-2205,(MAMS-41378:3853±27),3853,27,-0.03579,-0.01707
I2786,5000671.346457616,2738070.3209500164,-2456,-2319,-2203,(Poz-83639:3850±35),3850,35,-0.027,-0.0102
I7209,4610515.238274822,3041163.581565826,-2454,-2317,-2204,(PSUAMS-4026:3850±25),3850,25,-0.03431,-0.01799
I4253,5071623.162097622,3114464.382390721,-2453,-2315,-2205,(PSUAMS-2339:3850±20),3850,20,-0.01657,-0.00466
I4143,4520429.429267593,2842509.4807588565,-2455,-2315,-2203,(Hd-19835:3848±34),3848,34,-0.01792,0.00168
VLI022,4637202.774579036,3037813.782632078,-2454,-2313,-2204,(MAMS-30763:3848±26),3848,26,-0.01156,-0.00629
PRU004,4629479.233949043,3005253.503222406,-2454,-2312,-2204,(MAMS-44707:3848±24),3848,24,-0.0357,-0.01317
I0839,2728598.337722704,2019565.0432192893,-2454,-2311,-2203,(OxA-28859:3847±29),3847,29,0.01764,0.01991
I7195,4633591.685235001,3002376.6913447245,-2800,-2300,-1800,NA,NA,NA,-0.02245,-0.00624
I7196,4633591.685235001,3002376.6913447245,-2800,-2300,-1800,NA,NA,NA,-0.01182,-7.4e-4
I7200,4633591.685235001,3002376.6913447245,-2800,-2300,-1800,NA,NA,NA,-0.02501,-0.00656
I7201,4633591.685235001,3002376.6913447245,-2800,-2300,-1800,NA,NA,NA,-0.02184,-0.00317
I7202,4633591.685235001,3002376.6913447245,-2800,-2300,-1800,NA,NA,NA,-0.02394,-0.00668
I7203,4633591.685235001,3002376.6913447245,-2800,-2300,-1800,NA,NA,NA,-0.01469,-1.3e-4
I1381,4036731.3543555825,2900852.63596305,-2500,-2300,-2100,NA,NA,NA,-0.02629,-0.00536
I4136,4625365.995936079,3009470.4478852195,-2800,-2300,-1800,NA,NA,NA,-0.02299,-0.00399
I4141,4836192.091854097,2878876.684057718,-2800,-2300,-1800,NA,NA,NA,-0.02105,-0.00684
I4130,4836192.091854097,2878876.684057718,-2800,-2300,-1800,NA,NA,NA,-0.01633,-0.0065
I4950,3501485.775014124,3197447.8074809383,-2800,-2300,-1800,NA,NA,NA,-0.03035,-0.00778
I4951,3503825.7528930986,3191418.516011099,-2800,-2300,-1800,NA,NA,NA,-0.03138,-0.00905
I4890,4639544.287968983,3010759.6996299434,-2800,-2300,-1800,NA,NA,NA,0.00485,8.3e-4
I5512,3503825.7528930986,3191418.516011099,-2800,-2300,-1800,NA,NA,NA,-0.02252,-0.00475
I5513,3502781.868705831,3189329.7815171806,-2800,-2300,-1800,NA,NA,NA,-0.02653,-0.00287
I5520,4387390.187487203,2802235.919684318,-2800,-2300,-1800,NA,NA,NA,-0.00331,-0.00632
I5521,4387390.187487203,2802235.919684318,-2800,-2300,-1800,NA,NA,NA,-0.02234,-7.9e-4
I5523,4520429.429267593,2842509.4807588565,-2800,-2300,-1800,NA,NA,NA,-0.02148,-0.00771
I5524,4520429.429267593,2842509.4807588565,-2800,-2300,-1800,NA,NA,NA,0.00678,-0.00204
I5525,4520429.429267593,2842509.4807588565,-2800,-2300,-1800,NA,NA,NA,-0.0177,0.00222
I5529,4543055.60000307,2846503.4425608874,-2800,-2300,-1800,NA,NA,NA,-0.00712,-0.00526
I5531,4418550.1536398735,2844504.8637160594,-2800,-2300,-1800,NA,NA,NA,-0.02076,-0.001
I5836,4200256.147866736,2950294.31804115,-2800,-2300,-1800,NA,NA,NA,-0.02538,-0.01171
I2417,3501649.990688846,3183641.33548236,-2500,-2300,-2100,NA,NA,NA,-0.03681,-0.01017
I5666,4734998.460985608,3034411.3971469896,-2800,-2300,-1800,NA,NA,NA,-0.01527,-0.00419
I11912,5650308.367043479,2726798.7332494147,-3500,-2300,-1100,NA,NA,NA,0.00443,-0.00456
pcw270.SG,5070334.546459289,3081285.9000918195,-2500,-2300,-2100,NA,NA,NA,-0.00887,-0.00542
pcw280.SG,5070334.546459289,3081285.9000918195,-2500,-2300,-2100,NA,NA,NA,-0.02175,-0.00939
HOP003,4626965.814198156,3005329.0472818436,-2500,-2300,-2100,NA,NA,NA,-0.01656,-0.0083
KOP001,4694345.139009592,3002001.6940422975,-2400,-2300,-2200,NA,NA,NA,-0.00559,-0.00107
KOP002,4694345.139009592,3002001.6940422975,-2400,-2300,-2200,NA,NA,NA,-0.00808,-0.00749
I2787,5000671.346457616,2738070.3209500164,-2455,-2299,-2154,(Poz-83640:3840±35),3840,35,-0.03738,-0.02114
I2450,3543231.7534182947,3234792.6280361265,-2457,-2297,-2148,(NZA-15865:3841±40);(NZA-15866:3834±45),3841;3834,40;45,-0.03053,-0.00732
I14678,4201540.244123988,1966871.6128066787,-2453,-2293,-2201,(PSUAMS-6692:3840±25),3840,25,0.03906,0.01562
MX259,4229203.438743995,2749693.9205353227,-2452,-2293,-2201,(MAMS-23398:3840±24),3840,24,-0.01173,-0.00234
I2416,3501649.990688846,3183641.33548236,-2454,-2291,-2153,(OxA-13624:3845±27);(Beta-432804:3830±30),3845;3830,27;30,-0.00105,0.00572
I2741,5000671.346457616,2738070.3209500164,-2454,-2289,-2149,(Poz-83641:3835±35),3835,35,0.03333,0.01869
I0840,2728598.337722704,2019565.0432192893,-2453,-2288,-2152,(OxA-28857:3836±29),3836,29,0.02792,0.02628
I0461,3192333.407176719,2247305.0782791567,-2453,-2287,-2200,(MAMS-14857:3837±25),3837,25,0.00843,0.01332
HOP001,4626965.814198156,3005329.0472818436,-2452,-2287,-2200,(MAMS-30798:3837±24),3837,24,-0.01289,-0.00185
RK4001,6670248.548832874,2993165.509228935,-2448,-2285,-2200,(MAMS-29819:3837±22),3837,22,-0.04839,-0.03024
I2418,3501649.990688846,3183641.33548236,-2452,-2283,-2153,(NZA-32788:3835±25),3835,25,-0.02812,-0.00438
I0453,3278888.8374860114,1749768.2224289463,-2455,-2283,-2146,(Beta-261524:3830±40),3830,40,0.033890000000000003,0.02431
SEC001,4201956.564461981,1966421.632278913,-2452,-2283,-2153,(MAMS-38289:3835±25),3835,25,0.03866,0.01888
MIS006,4734810.499957264,3002919.146414859,-2452,-2281,-2150,(CRL-20112:3833±27),3833,27,-0.02378,-0.00886
I7045,5002450.958649353,2743555.527838505,-2443,-2280,-2200,(PSUAMS-4040:3835±20),3835,20,0.01815,0.00753
I7213,4610515.238274822,3041163.581565826,-2443,-2280,-2200,(PSUAMS-4347:3835±20),3835,20,-0.01369,0.00214
I2364,5000450.357459326,2762248.1628764253,-2458,-2280,-2140,(DeA-6748:3779±28);(DeA-7215:3883±29),3779;3883,28;29,0.01863,3.5e-4
I6534,4899354.50827131,3029495.874802338,-2454,-2280,-2147,(Poz-75936:3830±35),3830,35,-3.5e-4,-0.00493
pcw191.SG,5236054.415917941,3060393.2844001697,-2454,-2280,-2147,(Poz-55335:3830±35),3830,35,-0.03646,-0.02335
pcw260.SG,5070334.546459289,3081285.9000918195,-2454,-2280,-2147,(Poz-34734:3830±35),3830,35,-0.00945,-0.00367
MX199,4185874.282891663,2684006.399967091,-2453,-2278,-2146,(BE-7998:3829±35),3829,35,-0.02366,-0.0118
I2459,3501649.990688846,3183641.33548236,-2452,-2275,-2147,(SUERC-54823:3829±30),3829,30,-0.02788,-0.00333
I1546,4383745.328600106,3190363.5709795477,-2500,-2275,-2050,NA,NA,NA,-0.016,0.00236
I1542,4437852.512531057,3146812.0125714196,-2500,-2275,-2050,NA,NA,NA,-0.03369,-0.01342
I1536,4437852.512531057,3146812.0125714196,-2500,-2275,-2050,NA,NA,NA,-0.03939,-0.01929
I1544,4437852.512531057,3146812.0125714196,-2500,-2275,-2050,NA,NA,NA,-0.03453,-0.01136
I1534_published,4437852.512531057,3146812.0125714196,-2500,-2275,-2050,NA,NA,NA,-0.03363,-0.01467
I1540,4437852.512531057,3146812.0125714196,-2500,-2275,-2050,NA,NA,NA,-0.02121,0.01004
I1532,4437852.512531057,3146812.0125714196,-2500,-2275,-2050,NA,NA,NA,-0.03078,-0.01215
I1549,4383745.328600106,3190363.5709795477,-2500,-2275,-2050,NA,NA,NA,-0.02373,-0.00406
I5385,3540572.3182413117,3991844.4814738063,-2453,-2273,-2145,(SUERC-71005:3827±33),3827,33,-0.0278,-0.0065
I0112,4399722.128544309,3187361.187192514,-2454,-2266,-2141,(Erl-7038:3820±42),3820,42,-0.0224,-0.00168
HOP004,4626965.814198156,3005329.0472818436,-2446,-2264,-2147,(MAMS-38921:3826±27),3826,27,0.00438,-0.00182
I7286,4610515.238274822,3041163.581565826,-2402,-2263,-2152,(PSUAMS-4352:3830±20),3830,20,-0.02088,0.00963
I4251_published,5071623.162097622,3114464.382390721,-2443,-2259,-2147,(PSUAMS-2321:3825±25),3825,25,-0.02205,-0.00841
I0806,4399654.880257047,3187248.856339899,-2433,-2258,-2146,(MAMS-22820:3824±25),3824,25,-0.02125,-0.00568
I5376,3607408.5516720265,3201984.932763911,-2451,-2258,-2142,(OxA-14728:3819±33),3819,33,-0.02928,-0.00875
I0060_published,4428046.326121783,3149934.4273628118,-2431,-2255,-2145,(MAMS-22819:3822±25),3822,25,-0.01364,6e-4
I8561,4682287.100847737,1661935.179949174,-2398,-2253,-2151,(PSUAMS-4873:3825±20),3825,20,0.01508,0.00476
I7282,4610515.238274822,3041163.581565826,-2500,-2250,-2000,NA,NA,NA,-0.00813,0.00371
I7205,4610515.238274822,3041163.581565826,-2500,-2250,-2000,NA,NA,NA,-0.02762,-0.00649
I7251,4617778.110673852,3017057.6757968636,-2500,-2250,-2000,NA,NA,NA,-0.0196,-0.00316
I7250,4617778.110673852,3017057.6757968636,-2500,-2250,-2000,NA,NA,NA,-0.01396,-0.01
I7269,4617778.110673852,3017057.6757968636,-2500,-2250,-2000,NA,NA,NA,-0.01514,-0.00614
I7270,4617778.110673852,3017057.6757968636,-2500,-2250,-2000,NA,NA,NA,-0.00986,-2.5e-4
I7275,4617778.110673852,3017057.6757968636,-2500,-2250,-2000,NA,NA,NA,-0.01022,-0.01214
I7276,4617778.110673852,3017057.6757968636,-2500,-2250,-2000,NA,NA,NA,-0.01414,-0.00243
I7279,4617778.110673852,3017057.6757968636,-2500,-2250,-2000,NA,NA,NA,-0.03345,-0.01244
I7280,4617778.110673852,3017057.6757968636,-2500,-2250,-2000,NA,NA,NA,-0.03361,-0.01467
I7287,4610515.238274822,3041163.581565826,-2500,-2250,-2000,NA,NA,NA,-0.01947,-0.0041
I7288,4610515.238274822,3041163.581565826,-2500,-2250,-2000,NA,NA,NA,-0.01338,0.00362
I7290,4610515.238274822,3041163.581565826,-2500,-2250,-2000,NA,NA,NA,-0.01465,0.00411
CovaMoura364.SG,2659696.4226952563,1950867.7597233937,-2500,-2250,-2000,NA,NA,NA,0.02349,0.02272
CovaMoura9B.SG,2659696.4226952563,1950867.7597233937,-2500,-2250,-2000,NA,NA,NA,0.03039,0.02212
RISE564.SG,4543055.60000307,2846503.4425608874,-2500,-2250,-2000,NA,NA,NA,-5.1e-4,-0.01146
I5014,4427961.805635834,2845238.145082881,-2500,-2250,-2000,NA,NA,NA,-0.01596,-0.00652
I5023,4543055.60000307,2846503.4425608874,-2500,-2250,-2000,NA,NA,NA,-0.02184,-0.00236
I5519,4387390.187487203,2802235.919684318,-2500,-2250,-2000,NA,NA,NA,-0.02756,-0.00829
I5833,4522872.960920143,2862403.3037657477,-2500,-2250,-2000,NA,NA,NA,-0.01404,-0.001
I5834,4522872.960920143,2862403.3037657477,-2500,-2250,-2000,NA,NA,NA,-0.01391,-0.00223
I5658,4522872.960920143,2862403.3037657477,-2500,-2250,-2000,NA,NA,NA,-0.02198,-0.0068
I5659,4522872.960920143,2862403.3037657477,-2500,-2250,-2000,NA,NA,NA,-0.02296,0.00625
I5661_published,4522872.960920143,2862403.3037657477,-2500,-2250,-2000,NA,NA,NA,-0.02111,-0.00593
I6475,3188318.8072130275,2032848.6016252753,-2500,-2250,-2000,NA,NA,NA,0.02581,0.02442
I6539,3151080.436299543,2009223.7882155706,-2500,-2250,-2000,NA,NA,NA,0.00834,0.00845
I6584,3151080.436299543,2009223.7882155706,-2500,-2250,-2000,NA,NA,NA,0.03067,0.02983
I6587,3151080.436299543,2009223.7882155706,-2500,-2250,-2000,NA,NA,NA,0.03405,0.02394
I6588,3151080.436299543,2009223.7882155706,-2500,-2250,-2000,NA,NA,NA,-0.002,0.01091
I6590,4522872.960920143,2862403.3037657477,-2500,-2250,-2000,NA,NA,NA,-0.01294,-3.7e-4
I6591,4522872.960920143,2862403.3037657477,-2500,-2250,-2000,NA,NA,NA,-0.00578,-0.00408
I6624,4522872.960920143,2862403.3037657477,-2500,-2250,-2000,NA,NA,NA,-0.00647,4.4e-4
I6472,3188318.8072130275,2032848.6016252753,-2500,-2250,-2000,NA,NA,NA,0.00845,0.01526
I15940_published,4178455.458707237,1949320.2263816774,-2397,-2250,-2145,(PSUAMS-6697:3815±25),3815,25,0.03045,-0.01534
HUGO_171,4387614.031604751,2802127.4813326923,-2397,-2250,-2145,(MAMS-18917:3815±25),3815,25,0.00149,-0.00495
I15941,4178455.458707237,1949320.2263816774,-2392,-2246,-2143,(PSUAMS-6693:3810±25),3810,25,0.04203,0.017
I7281,4631622.61176297,3001702.483684837,-2339,-2245,-2145,(PSUAMS-4350:3810±20),3810,20,-0.02038,-0.00398
I1388,4024505.2587368214,2490604.6065889606,-2452,-2245,-2062,(Lyon-3099:3805±40),3805,40,0.01676,0.01326
I4521,6657611.268469082,1443207.0528921008,-2339,-2245,-2145,(PSUAMS-2167:3810±20),3810,20,0.03148,-0.02969
WEHR_1192SkA,4381102.614315375,2793604.497407284,-2337,-2245,-2146,(MAMS-18922:3810±19),3810,19,-0.02057,-0.0025
I1382,4036731.3543555825,2900852.63596305,-2446,-2244,-2069,(GrA-4468:3805±35),3805,35,-0.02049,-0.00567
EKA1.SG,5291483.528367374,4033056.8053140272,-2446,-2244,-2069,(Poz-15499:3805±35),3805,35,-0.03409,-0.00606
I4946,4633591.685235001,3002376.6913447245,-2336,-2242,-2144,(PSUAMS-2801:3805±20),3805,20,-0.01289,-0.00431
SUC004,4189120.7707556174,1969325.8702785047,-2332,-2239,-2144,(MAMS-38297:3802±19),3802,19,0.038,0.01801
I3590,4506793.605887542,2866499.2270463076,-2340,-2238,-2140,(BRAMS-1217:3802±26),3802,26,-0.0025,-0.00541
I4249_published,4522872.960920143,2862403.3037657477,-2340,-2238,-2140,NA,NA,NA,-0.00625,-6.5e-4
I7211,4610515.238274822,3041163.581565826,-2332,-2237,-2143,(PSUAMS-4345:3800±20),3800,20,-0.01263,3.4e-4
TIT021,6810426.15395098,2075057.0141815022,-2337,-2235,-2140,(MAMS-40684:3799±25),3799,25,0.02979,-0.03321
I0059,4383745.328600106,3190363.5709795477,-2392,-2231,-2070,(MAMS-21486:3796±30),3796,30,-0.0218,-0.0012
I4945,4639544.287968983,3010759.6996299434,-2291,-2231,-2142,(PSUAMS-2854:3795±20),3795,20,-0.00527,-0.00596
I1391_published,4119297.370641055,2764396.7157642655,-2398,-2230,-2056,(Poz-68164:3795±35),3795,35,-0.01111,-0.00272
I16169,4178455.458707237,1949320.2263816774,-2336,-2230,-2138,(PSUAMS-6934:3795±25),3795,25,0.03823,0.01998
HOP002,4626965.814198156,3005329.0472818436,-2336,-2230,-2138,(MAMS-30799:3795±25),3795,25,-0.01397,-0.00741
ISC001,4196883.14550228,1952918.896322215,-2334,-2229,-2138,(MAMS-38277:3794±25),3794,25,0.03407,0.01726
MIB083,4734810.499957264,3002919.146414859,-2446,-2226,-2039,(CRL-20107:3791±45),3791,45,-0.02463,-0.00875
I3600,4506793.605887542,2866499.2270463076,-2300,-2225,-2150,NA,NA,NA,-0.02203,-0.0097
I3601,4506793.605887542,2866499.2270463076,-2300,-2225,-2150,NA,NA,NA,-0.01971,-0.00776
I3602_published,4506793.605887542,2866499.2270463076,-2300,-2225,-2150,NA,NA,NA,-0.02712,-0.00726
I3588,4506793.605887542,2866499.2270463076,-2300,-2225,-2150,NA,NA,NA,-0.00726,-0.00487
I3589,4506793.605887542,2866499.2270463076,-2300,-2225,-2150,NA,NA,NA,-0.01551,-0.0084
I3594,4506793.605887542,2866499.2270463076,-2300,-2225,-2150,NA,NA,NA,0.01353,7.6e-4
I5755,4116471.7723955195,2572409.0666716914,-2500,-2225,-1950,NA,NA,NA,-0.00947,-3.7e-4
I5759,4116471.7723955195,2572409.0666716914,-2500,-2225,-1950,NA,NA,NA,-0.00226,-1e-5
PMI002,4645165.081095306,3014894.637451002,-2294,-2225,-2138,(MAMS-19125:3791±24),3791,24,-0.01158,-1e-5
I4885,4639544.287968983,3010759.6996299434,-2289,-2224,-2141,(PSUAMS-2843:3790±20),3790,20,-4.6e-4,-0.00586
SUA005,4255284.2026785575,1864440.5911192207,-2290,-2224,-2140,(MAMS-39538:3790±22),3790,22,0.03128,0.02092
I6582,4899354.50827131,3029495.874802338,-2394,-2223,-2050,(Poz-75951:3790±35),3790,35,-0.00255,-8.9e-4
PIR3116B.SG,3769751.5257378016,2263130.4472498517,-2339,-2223,-2061,(Ly-14877:3790±30),3790,30,-0.01244,0.0019
HUGO_168,4387614.031604751,2802127.4813326923,-2289,-2221,-2140,(MAMS-18913:3788±23),3788,23,-0.02252,-0.00651
KO1004,4691083.952902016,3003443.571153426,-2291,-2218,-2137,(MAMS-30783:3787±24),3787,24,-0.02428,-0.00731
I4896,4633591.685235001,3002376.6913447245,-2287,-2212,-2140,(PSUAMS-2853:3785±20),3785,20,-0.01185,-0.00661
I0244,6845311.088754082,4124348.7080742074,-2453,-2209,-2032,(AA-53806:3752±52);(Le-6545:3815±60),3752;3815,52;60,-0.06723,-0.03714
I4246_published,3176772.731392774,2029186.2678015898,-2469,-2208,-1899,(PSUAMS-2119:3910±30);(Beta-184837:3650±40),3910;3650,30;40,0.03245,-0.01148
KO1003,4691083.952902016,3003443.571153426,-2291,-2207,-2066,(MAMS-30782:3783±25),3783,25,-0.01222,-0.00472
I4229,2659696.4226952563,1950867.7597233937,-2334,-2206,-2057,(PSUAMS-1750:3775±25);(OxA-33490:3783±29);(OxA-33491:3790±30),3775;3783;3790,25;29;30,0.02225,0.01816
I6579,4815988.063363456,3127147.8585276767,-2339,-2204,-2041,(Poz-75954:3780±35),3780,35,-0.03227,0.00205
I5514,4633591.685235001,3002376.6913447245,-2286,-2201,-2138,(PSUAMS-2864:3780±20),3780,20,-0.02317,-0.00502
RISE577.SG,4628878.165755438,3014356.3618582045,-2500,-2200,-1900,NA,NA,NA,-0.01883,-0.00857
I6468,4629260.801062866,3015159.0063393232,-2500,-2200,-1900,NA,NA,NA,-0.00955,-0.00157
I6480,4629260.801062866,3015159.0063393232,-2500,-2200,-1900,NA,NA,NA,-0.01895,-0.01007
I6775,3411104.8710004743,3193921.114942347,-2500,-2200,-1900,NA,NA,NA,-0.02068,-0.00662
I6778,3498519.376951213,3181780.6555712908,-2500,-2200,-1900,NA,NA,NA,-0.02273,-0.01064
R27.SG,4188951.2871322944,1969329.3518641726,-3500,-2200,-900,NA,NA,NA,0.03842,0.01106
R29.SG,4188951.2871322944,1969329.3518641726,-3500,-2200,-900,NA,NA,NA,0.04284,0.01274
VLI024,4637202.774579036,3037813.782632078,-2300,-2200,-2100,NA,NA,NA,-0.00834,-0.00956
VLI025,4637202.774579036,3037813.782632078,-2300,-2200,-2100,NA,NA,NA,-0.00339,-4.1e-4
VLI026,4637202.774579036,3037813.782632078,-2300,-2200,-2100,NA,NA,NA,-0.02237,-0.01028
VLI028,4637202.774579036,3037813.782632078,-2300,-2200,-2100,NA,NA,NA,-0.01113,-0.00597
VLI029,4637202.774579036,3037813.782632078,-2300,-2200,-2100,NA,NA,NA,-0.02932,-0.00857
VLI030,4637202.774579036,3037813.782632078,-2300,-2200,-2100,NA,NA,NA,-0.01757,-0.00351
RISE386.SG,7163172.141659909,4190858.840057875,-2334,-2196,-2040,(OxA-30991:3775±34),3775,34,-0.03468,-0.02219
I0113,4399722.128544309,3187361.187192514,-2395,-2194,-2033,(Erl-7283:3773±47),3773,47,-0.01166,-0.00107
PJU002,4201035.961276821,1886972.856916416,-2290,-2193,-2049,(MAMS-39528:3774±29),3774,29,0.0375,0.01992
SUC005,4189120.7707556174,1969325.8702785047,-2286,-2189,-2068,(MAMS-38298:3774±20),3774,20,0.03349,0.01774
I6583,4813348.722349034,3117944.9850891586,-2289,-2185,-2045,(Poz-65207:3770±30),3770,30,-0.02246,-0.00169
I0246,6909318.2054998465,4074458.5354658505,-2465,-2182,-1902,(AA-12568:3760±100),3760,100,-0.05082,-0.02422
I6537,4906925.414340395,3032582.529968384,-2291,-2178,-2038,(Poz-54136:3765±35),3765,35,-0.01838,-0.00618
MIL002.SG,6067870.281941715,4127774.3436763547,-2286,-2175,-2041,(UBA-41623:3763±30),3763,30,-0.04055,-0.02084
I4889,4639544.287968983,3010759.6996299434,-2283,-2174,-2056,(PSUAMS-2847:3765±20),3765,20,-0.01465,-0.00876
I4891,4639544.287968983,3010759.6996299434,-2283,-2174,-2056,(PSUAMS-2848:3765±20),3765,20,-0.00963,9e-4
RISE431.SG,4767891.723667936,3245983.954042461,-2285,-2173,-2043,(OxA-27967:3762±27),3762,27,-0.02747,-0.01142
I2453,3623558.1462718016,3334314.689965498,-2288,-2172,-2037,(Poz-83404:3760±35),3760,35,-0.02511,-0.0044
I6774,3610969.710798394,3132734.160308845,-2286,-2172,-2040,(SUERC-74755:3760±30),3760,30,-0.03149,-0.01182
I3123,4628987.081657886,1654667.4394095016,-2286,-2172,-2040,(PSUAMS-3892:3760±30),3760,30,0.029760000000000002,0.00251
EHU001,3214168.504099327,2245441.4448203174,-2286,-2172,-2040,(Beta-492280:3760±30),3760,30,-0.00942,0.00304
KO7003,4695004.075819807,3001825.563976209,-2283,-2172,-2044,(MAMS-30793:3761±24),3761,24,-0.027,-0.00647
I0171,4383745.328600106,3190363.5709795477,-2286,-2170,-2038,(KIA-27952:3758±33),3758,33,-0.03123,-0.01411
I11442,4628987.081657886,1654667.4394095016,-2280,-2170,-2044,(PSUAMS-4547:3750±20);(PSUAMS-4620:3765±20),3750;3765,20;20,0.03095,8.8e-4
I2568,3547979.3960675597,3718919.2747653862,-2286,-2167,-2036,(SUERC-4078:3755±35),3755,35,-0.01509,0.00343
I6531,4906158.47372531,3045939.872520317,-2286,-2167,-2036,(Poz-86947:3755±35),3755,35,-0.03357,-0.00955
I4895,4633591.685235001,3002376.6913447245,-2275,-2165,-2041,(PSUAMS-2852:3750±20),3750,20,-0.01882,-0.00242
HUGO_190,4387614.031604751,2802127.4813326923,-2273,-2164,-2041,(MAMS-18921:3748±19),3748,19,-0.02259,-0.00298
PMI006,4645165.081095306,3014894.637451002,-2282,-2161,-2036,(KIA-35072:3750±30),3750,30,-0.0292,-0.00404
RA64,4192532.182852103,2720857.4887620294,-2273,-2160,-2040,(BE-7994:3746±20),3746,20,-0.01621,-0.00484
PMI001,4645165.081095306,3014894.637451002,-2274,-2157,-2038,(MAMS-19126:3745±22),3745,22,-0.02202,-0.00739
I0117,4437852.512531057,3146812.0125714196,-2275,-2151,-2037,(MAMS-21496:3743±25),3743,25,-0.02063,-0.00327
I5042,4836192.091854097,2878876.684057718,-2300,-2150,-2000,NA,NA,NA,-0.02378,-3.7e-4
I6542_published,3176772.731392774,2029186.2678015898,-2600,-2150,-1700,NA,NA,NA,0.02944,0.02614
I6543,3176772.731392774,2029186.2678015898,-2600,-2150,-1700,NA,NA,NA,0.03502,0.0248
I6612,3176772.731392774,2029186.2678015898,-2600,-2150,-1700,NA,NA,NA,0.04096,0.02226
I6623,3176772.731392774,2029186.2678015898,-2600,-2150,-1700,NA,NA,NA,-0.00251,0.01007
I6609,3176772.731392774,2029186.2678015898,-2600,-2150,-1700,NA,NA,NA,0.03385,0.02704
I6622,3176772.731392774,2029186.2678015898,-2600,-2150,-1700,NA,NA,NA,0.03121,0.02115
I4886,4639544.287968983,3010759.6996299434,-2269,-2147,-2038,(PSUAMS-2844:3740±20),3740,20,-0.00621,-0.00441
RISE566.SG,4625365.995936079,3009470.4478852195,-2281,-2144,-2031,(Poz-84460:3740±35),3740,35,-0.02249,-0.0075
I2443,3544170.3472641828,3247959.214103883,-2285,-2144,-2028,(OxA-8868:3740±40),3740,40,-0.02538,-0.00568
BNL005,4652669.791754189,3017371.8494224995,-2270,-2143,-2037,(MAMS-30777:3738±23),3738,23,-0.02636,-0.00832
MX193,4185874.282891663,2684006.399967091,-2282,-2141,-2028,(BE-7446:3738±37),3738,37,0.03249,0.02841
RISE98.SG,4539378.073564934,3591457.3378818803,-2277,-2138,-2030,(OxA-28987:3736±32),3736,32,-0.02609,-0.00177
I2597,3501649.990688846,3183641.33548236,-2273,-2137,-2033,(SUERC-34539:3735±30),3735,30,-0.02334,-0.0033
I2566,3501649.990688846,3183641.33548236,-2268,-2136,-2035,(NZA-32490:3734±25),3734,25,-0.0228,-9.6e-4
