Sample_ID,Date_BC_AD_Median,MDS_C1,MDS_C2,x,y
I6755_all.SG,-3571,0.0338,0.02551,3521021.9271769915,3508954.2909555603
I6759.SG,-3571,0.03005,0.02714,3521021.9271769915,3508954.2909555603
CH448.SG,-3571,0.03208,0.0221,3217629.85950712,3569414.581744127
IKI037,-3568,0.02647,-0.03124,6437856.842612185,2425331.1991061443
I0559,-3567,0.03026,0.01676,4399789.37374518,3187473.5189690366
ASH1.SG,-3566,0.0356,0.01947,3112757.4722810774,3466086.0706673204
I2650,-3565,0.03198,0.02472,3591736.096085347,4093995.3835597257
I7601,-3563,0.03202,0.0224,3406142.7436479935,1798168.3844073538
N19.SG,-3563,0.03733,0.00463,4926057.540211404,3316329.541396887
WET370.SG,-3562,0.0296,0.01874,4119684.803357809,2775281.7780033206
I6757.SG,-3561,0.03159,0.02407,3522011.681830974,3509689.499898141
IKI038,-3557,0.02488,-0.03421,6437856.842612185,2425331.1991061443
MA975.SG,-3555,-0.07892,0.01684,5335874.589290926,4168979.0296633877
prs006-ALL_DATA.SG,-3555,0.03276,0.02338,3126514.239694584,3614603.947413004
PB1794.SG,-3555,0.03013,0.02365,3054571.9137044484,3487739.1513855928
PB768.SG,-3541,0.02903,0.0232,3054571.9137044484,3487739.1513855928
PB443.SG,-3539,0.02885,0.02425,3054571.9137044484,3487739.1513855928
I0560,-3535,0.02898,0.0207,4399789.37374518,3187473.5189690366
CBT010,-3530,0.0313,-0.02939,6389333.194630006,2220264.148681488
CBT011,-3530,0.02839,-0.03191,6389333.194630006,2220264.148681488
N20.SG,-3529,0.02617,0.01643,4926057.540211404,3316329.541396887
BG72.SG,-3529,0.02909,0.02198,3198200.9029360497,3430659.7892141007
I1593,-3523,0.00282,0.04591,4150448.504430187,3141429.2886266084
I1563,-3523,0.0056,0.04383,4150448.504430187,3141429.2886266084
I3134,-3523,0.03336,0.03011,3373208.7042636154,3802722.0112653202
PN03.SG,-3522,0.0319,0.02547,3054579.4141778694,3495156.9422439584
N18.SG,-3521,0.02826,0.01584,4926057.540211404,3316329.541396887
PN06.SG,-3521,0.03311,0.02527,3054579.4141778694,3495156.9422439584
AY2003,-3514,-0.07588,-0.03695,6817281.411998096,3081707.001807785
I3133,-3513,0.03125,0.02545,3373208.7042636154,3802722.0112653202
CBT001,-3513,0.03157,-0.02783,6389333.194630006,2220264.148681488
PB672.SG,-3502,0.0302,0.02405,3054571.9137044484,3487739.1513855928
DolmenAnsiao96B.SG,-3500,0.02617,0.02177,2754116.9866035506,2060810.4727650618
I4308,-3500,0.03865,0.02165,3919664.3306369986,2261188.5250489637
CBT003,-3500,0.03469,-0.02881,6389333.194630006,2220264.148681488
PN16.SG,-3500,0.03095,0.01927,3054579.4141778694,3495156.9422439584
I3041_all.SG,-3490,0.02238,0.03379,3374044.7004389246,3803910.184941402
I5079,-3475,0.04787,-0.00116,4918018.783223998,2516927.8215793227
I8568,-3468,0.03111,0.02361,3398223.6091223117,1805960.2561477637
ART019,-3466,0.02771,-0.03404,6751468.540112106,2159833.7206594637
I4110,-3465,-0.03295,0.00678,6028715.537616784,3146182.7167555536
IKI034,-3465,0.02388,-0.03658,6437856.842612185,2425331.1991061443
I6266,-3464,0.00452,-0.0432,6671961.6336348755,2852569.3470742805
GB.SG,-3463,-0.02107,0.04692,5347840.806217559,2724470.7816507467
IKI030,-3463,0.02502,-0.03251,6437856.842612185,2425331.1991061443
PB2031.SG,-3463,0.03075,0.0219,3054571.9137044484,3487739.1513855928
ART022,-3462,0.0286,-0.03037,6751468.540112106,2159833.7206594637
I2660,-3461,0.02815,0.02955,3373801.595025566,3803391.939462027
I2988,-3457,0.0362,0.02167,3365820.9565000418,3689694.3320038263
ANN1.SG,-3455,0.02999,0.02026,3088198.4727370646,3443004.3496625344
PB186.SG,-3455,0.03181,0.02357,3054571.9137044484,3487739.1513855928
PB581.SG,-3454,0.03179,0.02064,3054571.9137044484,3487739.1513855928
I2636,-3453,0.03184,0.02197,3591736.096085347,4093995.3835597257
PB1327.SG,-3453,0.03047,0.0211,3054571.9137044484,3487739.1513855928
ARM001,-3452,0.00423,-0.04185,7069500.068282308,2603627.0926082954
PSS4693.SG,-3450,0.03517,0.01305,3848407.3618901432,2843373.9044975713
PN12.SG,-3450,0.03206,0.02497,3054579.4141778694,3495156.9422439584
I3136,-3449,0.03382,0.0234,3373208.7042636154,3802722.0112653202
Tamula1,-3449,-0.06819,0.02552,5305988.775949698,3937510.6943936115
I6268,-3449,0.00884,-0.04272,6671961.6336348755,2852569.3470742805
I3273_published,-3449,0.02952,0.02752,3292666.3954922506,2248692.4043985563
I7594,-3447,0.03354,0.01834,3406142.7436479935,1798168.3844073538
ARD2.SG,-3447,0.03112,0.02401,3115007.5541666537,3465968.4319341904
PB754.SG,-3447,0.0302,0.02523,3054571.9137044484,3487739.1513855928
IKI016,-3446,0.024,-0.03255,6437856.842612185,2425331.1991061443
I2637,-3445,0.03415,0.02566,3591736.096085347,4093995.3835597257
I6267,-3445,0.00439,-0.03988,6671961.6336348755,2852569.3470742805
SA6001,-3445,-0.07176,-0.03821,6865227.023455938,3110461.8502259497
PN07.SG,-3444,0.03349,0.02271,3054579.4141778694,3495156.9422439584
mid002.SG,-3442,0.02932,0.02535,3574936.1214039642,4075341.6994068976
prs013-ALL_DATA.SG,-3441,0.03145,0.02191,3126514.239694584,3614603.947413004
TRPTN_611.SG,-3440,0.03047,0.02447,3646073.8829621123,3274888.1652529133
IKI036,-3436,0.02745,-0.03079,6437856.842612185,2425331.1991061443
I7272,-3433,0.03378,0.01574,4617778.110673852,3017057.6757968636
I4949_published,-3433,0.03121,0.02514,3501107.5198841635,3215019.401898903
CBT005,-3433,0.02987,-0.02796,6389333.194630006,2220264.148681488
I7598,-3432,0.03448,0.02014,3406142.7436479935,1798168.3844073538
R24.SG,-3428,0.03961,0.01745,4188951.2871322944,1969329.3518641726
prs009-ALL_DATA.SG,-3421,0.03384,0.02197,3126514.239694584,3614603.947413004
I3137_published,-3400,0.02685,0.02506,3373208.7042636154,3802722.0112653202
I8567,-3400,0.0341,0.01976,3398223.6091223117,1805960.2561477637
I2605,-3376,0.03254,0.02493,3583344.2931874776,3207613.7046643025
AY2001,-3369,-0.04834,-0.0396,6817281.411998096,3081707.001807785
ans005.SG,-3367,0.02555,0.02167,4808295.5538613945,3850755.295189156
ROUQCC.SG,-3366,0.0238,0.02174,3829319.4400904723,2296067.078910296
GNM1007.SG,-3357,0.03184,0.02218,3050775.2953564087,3603128.9409290245
IKI017,-3356,0.02443,-0.02926,6437856.842612185,2425331.1991061443
I6753_all.SG,-3355,0.03082,0.02691,3652133.763535369,3178733.6374647133
I3023,-3350,0.0247,0.02007,3421285.3667954304,3295689.874017848
I1720,-3350,0.00189,-0.03549,6936646.402643844,2890036.0535147935
ART018,-3350,0.01697,-0.03594,6751468.540112106,2159833.7206594637
ART032,-3349,0.0235,-0.033,6751468.540112106,2159833.7206594637
ART014,-3348,0.02988,-0.02906,6751468.540112106,2159833.7206594637
ART023,-3337,0.02831,-0.03363,6751468.540112106,2159833.7206594637
PB675.SG,-3334,0.02445,0.02928,3054571.9137044484,3487739.1513855928
ans003.SG,-3330,0.02233,0.01743,4808295.5538613945,3850755.295189156
IKI012,-3329,0.02657,-0.03404,6437856.842612185,2425331.1991061443
IV3002,-3280,-0.01916,-0.03587,6793617.220913557,3069724.758486583
I3214,-3250,0.02369,0.02232,3033974.1364687067,2393581.9243043466
SB577A_lib.SG,-3250,0.02712,0.02237,3435385.4873378878,3437744.511627131
ART015,-3237,0.02687,-0.03322,6751468.540112106,2159833.7206594637
1H14.SG,-3235,0.0278,0.02245,3880858.5684421766,2878584.316302189
I0519,-3230,0.03194,0.02421,3576547.3634948237,3290220.5914718057
I0518,-3230,0.03705,0.02784,3576547.3634948237,3290220.5914718057
1H07.SG,-3230,0.01809,0.02685,3880858.5684421766,2878584.316302189
TGM009,-3227,-0.03136,0.07038,4454645.66586532,3271896.021024137
RISE487.SG,-3226,0.03017,0.00764,4350795.051074234,2460955.4147233656
I2752,-3225,0.04214,0.00807,4910750.516731899,2660938.1775197093
I2755,-3225,0.0489,0.00142,4910750.516731899,2660938.1775197093
I2785,-3225,0.03484,0.0108,5063538.64872049,2780044.830714527
FIL004,-3224,0.04411,0.01163,4215786.456412143,1910031.0933487057
2H17.SG,-3224,0.02985,0.01967,3880849.698873559,2878473.4439026783
MB6.SG,-3223,0.03244,0.02138,3323054.050332496,3580582.9762056256
ART012,-3222,0.03282,-0.02949,6751468.540112106,2159833.7206594637
I5076,-3221,0.02993,0.02166,2675500.729944798,1770211.3015251136
IKI002,-3221,0.02546,-0.03086,6437856.842612185,2425331.1991061443
IKI009,-3221,0.02533,-0.03357,6437856.842612185,2425331.1991061443
MX182,-3220,0.03377,0.02325,4143799.0168975876,2685955.642839931
ROUQFF.SG,-3220,0.03021,0.01758,3829319.4400904723,2296067.078910296
NG10.SG,-3217,0.02948,0.0243,3243412.591164576,3521955.3617064953
I3085,-3216,0.03523,0.02532,3576478.4158957205,4027657.287807774
RA42,-3216,0.03823,0.019,4143799.0168975876,2685955.642839931
ART026,-3216,0.02635,-0.03533,6751468.540112106,2159833.7206594637
I1658,-3215,0.00949,-0.03949,7102903.098891417,2559798.1128147114
ans008.SG,-3215,0.0189,0.02053,4808295.5538613945,3850755.295189156
I11501,-3214,-0.07065,-0.04203,7542370.560449511,4061656.495545191
2H10.SG,-3214,0.03159,0.02002,3880849.698873559,2878473.4439026783
I2369,-3213,0.03916,0.00498,4999414.636635092,2764586.1713817515
I0551,-3212,0.03353,0.01895,4448177.021533595,3159636.6869685934
I16183,-3211,0.042,0.01814,4178455.458707237,1949320.2263816774
ARM002,-3211,0.00718,-0.04503,7069500.068282308,2603627.0926082954
I7554,-3210,0.03461,0.0218,3562847.790865462,4058101.8781452384
lai001.SG,-3210,0.03092,0.02347,3586617.785670452,4061273.9812646457
HOL004,-3210,0.03128,0.01942,4627116.689109357,3018822.0855211127
hem005.SG,-3210,-0.04439,0.04932,4837884.045127965,3821826.4858556516
ART027_d,-3210,0.02104,-0.03819,6751468.540112106,2159833.7206594637
I2371,-3209,0.03869,0.00856,5012535.068726362,2732365.025226535
I2651,-3209,0.03335,0.02535,3591736.096085347,4093995.3835597257
MK5008,-3209,0.00808,-0.0409,6917725.209421941,2908072.3250846444
SA6004,-3209,-0.06935,-0.0351,6865227.023455938,3110461.8502259497
I2980,-3208,0.03444,0.02085,3587087.281788911,4090318.1651877337
bal004.SG,-3208,0.02966,0.02446,3497763.9550109897,3931077.315033051
hem004.SG,-3207,-0.05315,0.0512,4837884.045127965,3821826.4858556516
2H07.SG,-3207,0.02269,0.02543,3880849.698873559,2878473.4439026783
I0172,-3206,0.03382,0.01652,4437852.512531057,3146812.0125714196
I5428,-3206,0.03185,0.02578,2695791.43118015,2042102.8473862985
mid001.SG,-3206,0.03078,0.02142,3574936.1214039642,4075341.6994068976
ART038,-3206,0.02952,-0.0321,6751468.540112106,2159833.7206594637
ART020_d,-3206,0.02463,-0.03321,6751468.540112106,2159833.7206594637
SIJ003,-3205,0.0056,-0.04299,6609212.082153084,2906445.1501398776
ART017,-3204,0.02813,-0.03388,6751468.540112106,2159833.7206594637
ROUQHH.SG,-3204,0.02532,0.02019,3829319.4400904723,2296067.078910296
ROUQW.SG,-3204,0.02408,0.02373,3829319.4400904723,2296067.078910296
SA6013,-3202,-0.03177,-0.04137,6865227.023455938,3110461.8502259497
I2978,-3201,0.03615,0.02595,3576478.4158957205,4027657.287807774
2H11.SG,-3201,-0.01585,0.06008,3880849.698873559,2878473.4439026783
2HC51961131.SG,-3201,0.02493,0.01999,3880849.698873559,2878473.4439026783
I1594,-3200,-0.01292,0.05793,4150448.504430187,3141429.2886266084
I2754,-3200,0.04382,0.00295,4910750.516731899,2660938.1775197093
MK5001,-3200,0.00246,-0.0421,6917725.209421941,2908072.3250846444
MK5004,-3200,-0.00206,-0.04254,6917725.209421941,2908072.3250846444
ROUQV.SG,-3196,0.02923,0.02031,3829319.4400904723,2296067.078910296
I2934,-3192,0.03286,0.02437,3576478.4158957205,4027657.287807774
HOL002,-3190,0.03545,0.01833,4627116.689109357,3018822.0855211127
GNM1076.SG,-3189,0.02806,0.02424,3050775.2953564087,3603128.9409290245
I2405_published,-3184,0.02561,0.02078,4850892.620433626,3333363.1039809114
bally.SG,-3183,0.03082,0.02028,3297697.181812641,3606588.62629992
I1838,-3180,0.02867,0.03113,3281552.044239763,2257331.920438208
MX213,-3179,0.03704,0.02096,4143799.0168975876,2685955.642839931
I2520,-3175,0.01451,0.0062,5605412.524343746,2364703.846929159
I2370,-3174,0.03378,0.01025,5012535.068726362,2732365.025226535
I2366_published,-3169,0.03688,0.00933,4999414.636635092,2764586.1713817515
RA43,-3169,0.03888,0.01991,4143799.0168975876,2685955.642839931
I2935,-3164,0.03415,0.02542,3576478.4158957205,4027657.287807774
1H06.SG,-3161,-0.00284,0.04849,3880858.5684421766,2878584.316302189
por002.SG,-3160,0.01936,0.0248,3210273.7917604325,2238707.4759262456
ans014.SG,-3160,0.02169,0.02156,4808295.5538613945,3850755.295189156
I5118,-3150,0.03354,0.01108,5133675.55759102,2804049.7423916375
I8566,-3150,0.03316,0.02349,3375155.809445952,1816258.273029558
I6764.SG,-3150,0.03136,0.02489,3496194.019181178,3948452.43594734
I6766.SG,-3150,0.03163,0.0229,3496194.019181178,3948452.43594734
I2979,-3138,0.03549,0.02428,3576478.4158957205,4027657.287807774
I2175,-3127,0.02215,0.00242,5695174.179734366,2373049.5431111855
I2606,-3115,0.03202,0.02344,3583344.2931874776,3207613.7046643025
RK1007,-3115,-0.05362,-0.03774,6674219.902298826,2995095.0642372556
I0429,-3104,-0.05949,-0.02962,6846826.077854602,4132146.817098204
CabecoArruda117B.SG,-3100,0.02846,0.02176,2715149.6707769013,1978517.9588460268
CabecoArruda122A.SG,-3100,0.02852,0.02081,2715149.6707769013,1978517.9588460268
I2434,-3100,0.02796,0.02081,4850892.620433626,3333363.1039809114
I2441,-3100,0.02492,0.02244,4850892.620433626,3333363.1039809114
I7602,-3100,0.02551,0.03185,3325606.804922519,2301237.391407117
I7603,-3100,0.02676,0.0306,3325606.804922519,2301237.391407117
I7605,-3100,0.02816,0.03262,3325606.804922519,2301237.391407117
I7606,-3100,0.02473,0.03139,3325606.804922519,2301237.391407117
I7604,-3100,0.02802,0.02966,3325606.804922519,2301237.391407117
I11300,-3100,0.02633,0.03748,3328519.22633861,2300870.038236881
I11301,-3100,0.02527,0.03064,3328519.22633861,2300870.038236881
I11601,-3100,0.03271,0.02079,2715149.6707769013,1978517.9588460268
I11599,-3100,0.02974,0.02598,2715149.6707769013,1978517.9588460268
I11249,-3100,0.02531,0.02952,3328519.22633861,2300870.038236881
I11248,-3100,0.02452,0.03129,3328519.22633861,2300870.038236881
I2753,-3099,0.03568,0.01299,4910750.516731899,2660938.1775197093
I2367_published,-3099,0.04205,0.00754,4999414.636635092,2764586.1713817515
I5119,-3097,0.03549,0.00562,5133675.55759102,2804049.7423916375
ros3.SG,-3095,0.02538,0.0153,4535961.245348989,3903444.9370690836
I6272,-3083,0.00403,-0.04327,6671961.6336348755,2852569.3470742805
MX187,-3080,0.03891,0.02076,4143799.0168975876,2685955.642839931
ans017.SG,-3071,0.01825,0.0226,4808295.5538613945,3850755.295189156
I7489,-3066,-0.05476,-0.03243,6909318.2054998465,4074458.5354658505
ROUQEE.SG,-3066,0.02574,0.02146,3829319.4400904723,2296067.078910296
I11736,-3057,-0.05955,-0.03335,6942120.840484181,3806460.019993139
NGZ1.SG,-3054,0.02879,0.02207,3243476.6746492675,3521940.4368378497
I1497,-3053,0.03212,0.00935,5064615.0414223485,2722047.535186114
I0439,-3052,-0.05776,-0.03098,6846826.077854602,4132146.817098204
I5882,-3050,-0.0412,0.02187,6028715.537616784,3146182.7167555536
I3138,-3040,0.03213,0.02578,3373208.7042636154,3802722.0112653202
MX211,-3040,0.03591,0.02268,4143799.0168975876,2685955.642839931
RA45,-3024,0.03545,0.02005,4143799.0168975876,2685955.642839931
I0444,-3021,-0.05361,-0.02747,6905580.361593822,4108576.1445529712
TORTD.SG,-3019,0.0274,0.01669,3755886.3599156295,2253046.7147614243
Aes4,-3018,0.03406,0.02233,4140116.2199715893,2708639.3281450155
atp016.SG,-3012,0.03397,0.01767,3210273.7917604325,2238707.4759262456
I2433,-3000,0.02444,0.02111,4850892.620433626,3333363.1039809114
I2440,-3000,0.02522,0.02493,4850892.620433626,3333363.1039809114
I3277,-3000,0.02448,0.0344,3291044.9572332823,2248966.3540695966
MX184,-3000,0.03299,0.0207,4143799.0168975876,2685955.642839931
MX203,-3000,0.03996,0.02185,4143799.0168975876,2685955.642839931
MX204,-3000,0.04023,0.01693,4143799.0168975876,2685955.642839931
MX209,-3000,0.03837,0.02147,4143799.0168975876,2685955.642839931
MX210,-3000,0.03151,0.02667,4143799.0168975876,2685955.642839931
Bul10,-2994,0.02342,0.00325,5622548.882227828,2285339.1798808174
I1917,-2993,-0.02569,-0.03213,6038832.712350312,3158739.5926475907
I3272,-2993,0.03177,0.03238,3292666.3954922506,2248692.4043985563
I2631,-2993,0.0351,0.02457,3606333.0231514815,4077751.619926518
por004.SG,-2993,0.02358,0.02074,3210273.7917604325,2238707.4759262456
N38.SG,-2993,0.02004,0.01934,4922166.076865926,3314725.9106071345
I3276_published,-2993,0.0266,0.03399,3291044.9572332823,2248966.3540695966
ros005_renamed.SG,-2993,0.01988,0.02395,4535961.245348989,3903444.9370690836
1H13.SG,-2991,0.02196,0.02781,3880858.5684421766,2878584.316302189
MAS15.SG,-2991,0.03015,0.01793,3755876.7681875555,2252936.2819763552
TU910_SX22,-2990,0.03873,0.01428,4267569.563357835,2704298.83785191
TUC003,-2990,0.0143,0.02848,4626308.765091553,3011754.0972083407
TUC004,-2990,0.02365,0.0152,4626308.765091553,3011754.0972083407
I0357,-2984,-0.05198,-0.02764,6846826.077854602,4132146.817098204
Aes16,-2984,0.03154,0.01892,4140116.2199715893,2708639.3281450155
Aes1,-2982,0.0366,0.02005,4140116.2199715893,2708639.3281450155
TUC005,-2982,0.03479,0.01523,4626308.765091553,3011754.0972083407
I11531,-2980,-0.07315,-0.04224,7542370.560449511,4061656.495545191
TUC002,-2977,0.04211,0.00422,4626308.765091553,3011754.0972083407
vbj012.minus.SG,-2977,-0.04617,0.04682,4840636.010959332,3862547.7782504885
Gokhem2.SG,-2974,0.0241,0.02157,4521771.998175227,3901740.371152197
hem001.SG,-2974,-0.04943,0.04967,4837884.045127965,3821826.4858556516
I3432,-2972,0.03557,0.02545,2792456.093370857,1877213.627371265
CAK533.SG,-2972,0.02945,0.02355,3132071.015945265,3591398.0907814065
I1975,-2971,0.03066,0.02441,3292666.3954922506,2248692.4043985563
I11732,-2970,-0.07313,-0.04121,7542370.560449511,4061656.495545191
ajv36.minus.SG,-2970,-0.04279,0.04404,4814893.626519759,3825845.385577021
I11734,-2968,-0.07817,-0.03969,7542370.560449511,4061656.495545191
Aes3,-2968,0.03708,0.01967,4140116.2199715893,2708639.3281450155
Gokhem4.SG,-2967,0.01585,0.02303,4521771.998175227,3901740.371152197
I5358,-2967,0.03394,0.0235,3438626.5420152964,3408654.7476850483
I4565,-2965,0.02946,0.02692,3571346.467481171,2065615.246392188
I2165,-2957,-0.00326,-0.00169,5596451.303791137,2246086.084131934
RISE550.SG,-2956,-0.05445,-0.03219,6804607.196253423,3184405.0704094986
Aes5,-2953,0.0331,0.02233,4140116.2199715893,2708639.3281450155
VLI076,-2953,-0.05475,-0.02846,4637202.774579036,3037813.782632078
I10277,-2950,0.03385,0.02518,3615515.0679727853,2076896.1685271768
I10278,-2950,0.03512,0.0254,3615515.0679727853,2076896.1685271768
I10280,-2950,0.03166,0.02206,3615515.0679727853,2076896.1685271768
I10283,-2950,0.03963,0.02619,3615515.0679727853,2076896.1685271768
I10284,-2950,0.03192,0.0279,3615515.0679727853,2076896.1685271768
I10285,-2950,0.03033,0.03072,3615515.0679727853,2076896.1685271768
I10286,-2950,0.03067,0.02962,3615515.0679727853,2076896.1685271768
I11306,-2950,0.03178,0.02864,3615515.0679727853,2076896.1685271768
I11304_published,-2950,0.03736,0.02922,3615515.0679727853,2076896.1685271768
I11305,-2950,0.0381,0.02269,3615515.0679727853,2076896.1685271768
I11303,-2950,0.03585,0.02402,3615515.0679727853,2076896.1685271768
I10287_published,-2950,0.03105,0.02181,3615515.0679727853,2076896.1685271768
RISE1166.SG,-2948,0.01726,0.0206,5073844.009756638,3060858.268829504
Aes13,-2946,0.03112,0.02231,4140116.2199715893,2708639.3281450155
vbj006.minus.SG,-2936,-0.04614,0.04668,4840636.010959332,3862547.7782504885
I1843,-2935,0.0243,0.03347,3291044.9572332823,2248966.3540695966
Aes14,-2933,0.03654,0.0216,4140116.2199715893,2708639.3281450155
Bul4,-2928,-0.01609,-0.01505,5622548.882227828,2285339.1798808174
CAK532.SG,-2925,0.03224,0.02328,3132071.015945265,3591398.0907814065
I1981,-2923,0.02489,0.02886,3291044.9572332823,2248966.3540695966
Aes2,-2918,0.03542,0.02032,4140116.2199715893,2708639.3281450155
Aes17,-2914,0.03446,0.01989,4140116.2199715893,2708639.3281450155
TUC006,-2914,0.02742,0.01508,4626308.765091553,3011754.0972083407
STD003,-2913,0.0243,0.02506,4601215.285372091,3063272.2874444067
vbj003.minus.SG,-2913,-0.04659,0.0374,4840636.010959332,3862547.7782504885
I2933,-2912,0.03091,0.03093,3576478.4158957205,4027657.287807774
MonteCanelas337A.SG,-2910,0.03115,0.01602,2675634.6904207207,1770405.613731911
vbj017.SG,-2910,-0.05237,0.04447,4840636.010959332,3862547.7782504885
I5429,-2908,0.03321,0.02399,2792456.093370857,1877213.627371265
RA58,-2908,0.03197,0.02307,4123097.775686248,2692206.5216397624
atp12-1420.SG,-2907,0.02282,0.03025,3210273.7917604325,2238707.4759262456
vbj018.minus.SG,-2907,-0.04902,0.04871,4840636.010959332,3862547.7782504885
1H04.SG,-2906,0.02253,0.02446,3880858.5684421766,2878584.316302189
RA62,-2902,0.0321,0.02396,4123097.775686248,2692206.5216397624
I0370,-2900,-0.05565,-0.03027,7402048.862723513,4208801.221341675
RISE546.SG,-2900,-0.05802,-0.03375,6806972.230465252,3183454.298223095
RISE548.SG,-2900,-0.05783,-0.0312,6806972.230465252,3183454.298223095
I0443,-2900,-0.05683,-0.0308,6847312.884558063,4132467.7640899024
I2105,-2900,-0.05244,-0.03156,6286923.262968555,3157802.5606631692
I3141_published,-2900,-0.0473,-0.03018,6286923.262968555,3157802.5606631692
I3270,-2900,0.03039,0.03185,3281552.044239763,2257331.920438208
I3271,-2900,0.02858,0.03576,3281552.044239763,2257331.920438208
I3269,-2900,0.02592,0.03387,3281552.044239763,2257331.920438208
I1842,-2900,0.0263,0.03236,3281552.044239763,2257331.920438208
VEK007,-2900,-0.00176,-0.044,7324470.176305392,2906100.003087513
ZO2002,-2900,-0.04878,-0.02986,6773020.260690432,3056499.2938928455
I5387_all.SG,-2900,0.03274,0.02398,3521081.459535865,3188977.4401577483
Aes8,-2900,0.03604,0.02204,4140116.2199715893,2708639.3281450155
I4629,-2899,-0.05514,-0.02463,5250921.5075693745,3785118.8996235537
ATP17.SG,-2898,0.02815,0.03134,3210255.326150931,2238598.0745238555
Plinkaigalis242,-2898,-0.05259,-0.02096,5179820.17557889,3671182.323273973
ajv54.SG,-2898,-0.04771,0.04677,4813022.8330847705,3825742.3382912157
Aes9,-2898,0.03415,0.02296,4140116.2199715893,2708639.3281450155
I2977,-2896,0.03152,0.0255,3576478.4158957205,4027657.287807774
I0231_published,-2894,-0.05558,-0.02764,6814761.510688508,4036582.249921673
Aes20,-2894,0.03012,0.02559,4140116.2199715893,2708639.3281450155
R4.SG,-2892,0.03964,0.00722,4615426.451995341,2102075.4834440234
Aes18,-2892,0.03567,0.01951,4140116.2199715893,2708639.3281450155
ajv28.minus.SG,-2892,-0.04821,0.04759,4814893.626519759,3825845.385577021
OBR003,-2891,-0.04917,-0.02568,4640392.504614381,3029871.450481091
Aes10,-2890,0.03449,0.02261,4140116.2199715893,2708639.3281450155
RA44,-2888,0.032,0.02298,4143799.0168975876,2685955.642839931
R5.SG,-2887,0.04024,0.0113,4615426.451995341,2102075.4834440234
I2473,-2885,0.02156,0.02844,3286991.7245098646,2249653.1266759397
I7642,-2883,0.03522,0.02405,3406142.7436479935,1798168.3844073538
RA57,-2881,0.03416,0.01972,4123097.775686248,2692206.5216397624
RA61,-2881,0.03411,0.02578,4123097.775686248,2692206.5216397624
vbj014.minus.SG,-2881,-0.04532,0.04688,4840636.010959332,3862547.7782504885
RA59.Furtwangler,-2880,0.03024,0.02368,4123097.775686248,2692206.5216397624
Aes6_d,-2880,0.02982,0.01953,4140116.2199715893,2708639.3281450155
I2510,-2878,0.04002,-0.00184,5605412.524343746,2364703.846929159
I1845,-2875,0.02803,0.02283,3291044.9572332823,2248966.3540695966
I1846,-2875,0.02996,0.0291,3291044.9572332823,2248966.3540695966
I1978,-2875,0.02614,0.02984,3291044.9572332823,2248966.3540695966
Aes21,-2875,0.03532,0.02202,4140116.2199715893,2708639.3281450155
RISE1161.SG,-2873,0.01935,0.01783,5073844.009756638,3060858.268829504
ILK003,-2868,0.02344,0.02087,5586833.236299861,3091874.6744687357
vbj002.minus.SG,-2866,-0.04462,0.0472,4840636.010959332,3862547.7782504885
vbj013.minus.SG,-2863,-0.05164,0.04738,4840636.010959332,3862547.7782504885
SB568A_lib.SG,-2859,0.02859,0.02109,3381726.5310833855,3425920.380521397
I0438_published,-2858,-0.05939,-0.03229,6847605.909873623,4097336.9014171395
I4175,-2850,-0.01964,-0.01344,5030360.7394702975,2512481.7727817805
CAK534.SG,-2850,0.03046,0.02022,3132071.015945265,3591398.0907814065
VLI090,-2804,-0.0473,-0.02554,4637202.774579036,3037813.782632078
RISE1241.SG,-2801,0.01859,0.01895,5145333.393155951,3120312.682843454
ILK001,-2800,0.02313,0.02138,5586833.236299861,3091874.6744687357
I11604,-2800,0.02445,0.02311,2664821.3699767776,2005380.7086885525
I11605,-2800,0.02873,0.02772,2664821.3699767776,2005380.7086885525
RISE1250.SG,-2800,0.01988,0.01551,5145333.393155951,3120312.682843454
PEI2.SG,-2800,0.03082,0.02364,3690102.823478315,2257942.0992535213
KO1016,-2800,0.03221,0.01691,4690958.354162065,3004215.4560134844
Aes7_d,-2800,0.02891,0.02436,4140116.2199715893,2708639.3281450155
RK1003,-2796,-0.05034,-0.03448,6674219.902298826,2995095.0642372556
I0441,-2794,-0.05603,-0.03001,7005143.568649972,4055135.5913740667
RISE1165.SG,-2793,0.01903,0.01851,5073844.009756638,3060858.268829504
VLI008,-2793,0.02239,0.02057,4637202.774579036,3037813.782632078
RISE1170.SG,-2792,0.02087,0.02073,5073844.009756638,3060858.268829504
VPR001,-2792,0.0312,0.01689,4629409.779019094,3013830.460561021
atp002.SG,-2789,0.02566,0.02513,3210273.7917604325,2238707.4759262456
I0581_published_d,-2789,0.0266,0.02921,3211365.948335992,2236253.5583757465
Aes22,-2786,0.03504,0.02155,4140116.2199715893,2708639.3281450155
I0455,-2785,0.03523,0.02918,3278888.8374860114,1749768.2224289463
RISE1249.SG,-2785,0.02152,0.01988,5131233.699548298,3072927.5137389135
VLI007,-2785,-0.04981,-0.02403,4637202.774579036,3037813.782632078
RISE1163.SG,-2783,0.02102,0.01879,5073844.009756638,3060858.268829504
PEI10.SG,-2783,0.02919,0.02345,3690102.823478315,2257942.0992535213
ILK002,-2782,0.02368,0.02305,5586833.236299861,3091874.6744687357
VLI088,-2780,-0.04711,-0.02346,4637202.774579036,3037813.782632078
